#  
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2013-09-30T09:16:54 [V1.97 (28-Nov-2012)]
#   In case of problem, please report to: question@simbad.u-strasbg.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO votable-version=1.97 (28-Nov-2012) 
#INFO -ref=VIZ5249414e4699 
#INFO -out.max=9999 
#INFO queryParameters=22 
#-oc.form=sexa
#-out.max=9999
#-out.src=J/A+A/523/A58/table4
#-nav=cat:J/A+A/523/A58&tab:{J/A+A/523/A58/table4}&key:source=J/A+A/523/A58&HTTPPRM:&&-ref=VIZ5249414e4699&-out.max=9999&-out.form=HTML Table&-oc.form=sexa&-order=I&-out=lambdaO&-out=lambdaT&-out=vl&-out=vu&-out=Omegal&-out=Omegau&-out=Jl&-out=Ju&-out=B&-out=A&-out=sA&-out=El&-out=Dlambda&-out=Blend&-out=Cl&-out=Comment&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=J/A+A/523/A58/table4
#-source=J/A+A/523/A58/table4
#-order=I
#-out=lambdaO
#-out=lambdaT
#-out=vl
#-out=vu
#-out=Omegal
#-out=Omegau
#-out=Jl
#-out=Ju
#-out=B
#-out=A
#-out=sA
#-out=El
#-out=Dlambda
#-out=Blend
#-out=Cl
#-out=Comment
#

#RESOURCE=yCat_35230058
#Name: J/A+A/523/A58
#Title: PDF Atlas and spectra of FeH molecule in LHS 2 (Wende+, 2010)
#Table J_A_A_523_A58_table4:
#Name: J/A+A/523/A58/table4
#Title: FeH line data (see the \aFile{J/A+A/523/A58/fehatlas.pdf}{PDF Atlas} and the \vGraph{J/A+A/523/A58/table2}{--bitmap-size=600x400}{spectra})
#---Details of Columns:
    lambdaO (0.1nm) (F10.4) Observed position (vacuum wavelength) [ucd=em.wl;phys.atmol.transition]
    lambdaT (0.1nm) (F10.4) Theoretical position (vacuum wavelength) [ucd=em.wl;phys.atmol.transition]
    vl              (I1)    Lower vibrational state [ucd=phys.atmol.configuration]
    vu              (I1)    Upper vibrational state [ucd=phys.atmol.configuration]
    Omegal          (F4.1)  Lower {Omega} [ucd=phys.atmol.qn]
    Omegau          (F4.1)  Upper {Omega} [ucd=phys.atmol.qn]
    Jl              (F4.1)  Lower rotational state [ucd=phys.mol.qn]
    Ju              (F4.1)  Upper rotational state [ucd=phys.mol.qn]
    B               (I1)    [1/3] Branch: 1=P-branch, 2=Q-branch, 3=R-branch [ucd=meta.code]
    A (s-1)         (F9.2)  Einstein A value [ucd=phys.atmol.transProb]
    sA              (F8.4)  Scaling factor for A [ucd=arith.factor]
    El (eV)         (F6.3)  Lower level energy [ucd=phys.energy;phys.atmol.level]
    Dlambda (0.1nm) (F7.4)  Position correction [ucd=arith.factor;pos]
    Blend           (F6.3)  Blend fraction [ucd=meta.code]
    Cl              (A2)    Classification of the line (1) [ucd=meta.code.class]
    Comment         (A17)   Comment, if the line is blended by and atomic feature, or if the classification of the line did not agree with the scaling factor of the Einstein A values (class {ne} s_A_) [ucd=meta.note]
---------- ---------- - - ---- ---- ---- ---- - --------- -------- ------ ------- ------ -- -----------------
                                                                          D                                  
lambd      lambd      v v Om   Om                                  E      lambda                             
aO (0.1nm) aT (0.1nm) l u egal egau Jl   Ju   B A (s-1)   sA       l (eV) (0.1nm) Blend  Cl Comment          
---------- ---------- - - ---- ---- ---- ---- - --------- -------- ------ ------- ------ -- -----------------
10360.3160 10360.1180 1 1  2.5  2.5 18.5 19.5 3 266265.59   0.2322  0.514 -0.1980  0.828 P  
10360.3160 10360.1390 2 3  3.5  3.5 28.5 27.5 1 172568.45   0.2322  1.013 -0.1770  0.169 P  
10363.5640 10363.3710 1 1  0.5  0.5  9.5 10.5 3 270242.62   0.5541  0.393 -0.1930  1.000 P  
10365.5330 10365.2720 1 1  1.5  1.5  3.5  2.5 1 269833.35   1.1983  0.284 -0.2610  0.835 P  
10365.5330 10365.3150 1 1  1.5  1.5  7.5  7.5 2  20387.39   1.1983  0.323 -0.2180  0.165 Q  
10366.3300 10366.3570 1 1  3.5  3.5  3.5  4.5 3 102628.96   0.2495  0.228  0.0270  0.196 P  
10366.3300 10366.3900 1 1  3.5  3.5  3.5  4.5 3 102635.83   0.2495  0.228  0.0600  0.196 P  
10366.3300 10366.4000 1 1  1.5  1.5 15.5 16.5 3 272901.49   0.2495  0.478  0.0700  0.563 P  
10366.5840 10366.5080 1 1  2.5  2.5  3.5  2.5 1 161710.17   0.8272  0.254 -0.0760  1.000 P  
10366.7930 10366.9380 1 1  2.5  2.5  3.5  2.5 1 161619.01   0.8289  0.254  0.1450  1.000 P  
10367.2410 10367.2600 1 1  0.5  0.5  8.5  9.5 3 268900.93   0.2504  0.377  0.0190  1.000 P  
10368.5820 10368.6040 1 1  1.5  1.5 14.5 15.5 3 272069.27   0.2063  0.456  0.0220  1.000 P  
10368.8710 10368.9480 0 0  3.5  3.5 33.5 34.5 3 487771.24   0.2363  0.835  0.0770  1.000 P  
10369.9610 10369.8190 2 3  3.5  3.5 37.5 38.5 3 170083.99   1.7769  1.430 -0.1420  0.306 P  
10369.9610 10369.8300 2 3  0.5  0.5 29.5 30.5 3 174506.27   1.7769  1.254 -0.1310  0.461 P  
10369.9610 10369.8400 3 4  0.5  0.5 29.5 30.5 3 141010.04   1.7769  1.391 -0.1210  0.233 P  
10370.2710 10370.3670 1 1  0.5  0.5  0.5  0.5 2 190700.10   1.0842  0.305  0.0960  1.000 Q  
10370.6300 10370.6580 1 1  2.5  2.5 18.5 19.5 3 266717.51   0.2570  0.516  0.0280  1.000 P  
10371.1140 10371.1200 0 0  3.5  3.5 19.5 18.5 1 491286.40   0.4505  0.282  0.0060  1.000 P  
10371.3630 10371.4430 1 1  2.5  2.5  8.5  8.5 2  41795.78   1.1099  0.303  0.0800  1.000 Q  
10371.6070 10371.6800 0 0  1.5  2.5 10.5 10.5 2   2745.08   8.3874  0.156  0.0730  1.000 Q  
10372.7260 10372.8840 0 1  2.5  2.5 37.5 36.5 1 130538.65   0.6598  1.089  0.1580  0.538 P  
10372.7260 10372.8950 0 1  2.5  2.5 38.5 37.5 1 132749.62   0.6598  1.147  0.1690  0.462 P  
10373.5930 10373.5300 1 1  1.5  1.5  6.5  6.5 2  26539.96   3.2750  0.312 -0.0630  1.000 Q  
10375.1080 10375.2740 1 1  0.5  0.5  1.5  0.5 1 379615.52   1.7893  0.308  0.1660  1.000 P  
10377.0320 10377.0070 2 3  2.5  2.5 25.5 24.5 1 166015.45   1.3442  0.962 -0.0250  1.000 P  
10377.5110 10377.5560 0 0  2.5  3.5 20.5 21.5 3   9369.86   5.1302  0.365  0.0450  1.000 Q  
10377.7350 10377.7180 3 4  3.5  3.5 20.5 19.5 1 137770.64   0.6800  0.927 -0.0170  1.000 P  
10379.2170 10379.2260 1 1  0.5  0.5 10.5 11.5 3 271534.82   0.2487  0.411  0.0090  0.397 R  
10379.2170 10379.3010 1 1  2.5  2.5  9.5  9.5 2  33477.20   0.2487  0.317  0.0840  0.075 Q  
10379.2170 10379.3440 0 0  2.5  2.5 32.5 33.5 3 485069.17   0.2487  0.840  0.1270  0.424 P  
10379.2170 10379.4090 1 2  2.5  2.5 32.5 31.5 1 178304.43   0.2487  1.052  0.1920  0.091 P  
10379.9230 10379.9580 0 0  2.5  3.5 11.5 11.5 2   4532.86   4.0819  0.136  0.0350  1.000 Q  
10380.6830 10380.8850 0 0  0.5  0.5 12.5 11.5 1 527580.15   0.3240  0.239  0.2020  1.000 R  
10381.2550 10381.2620 1 1  0.5  0.5  9.5 10.5 3 270395.71   0.4431  0.393  0.0070  0.958 P  
10382.9170 10382.9980 0 0  3.5  3.5 20.5 19.5 1 491925.16   0.4926  0.310  0.0810  0.991 P  
10383.2940 10383.3000 1 1  2.5  2.5 19.5 20.5 3 266533.00   0.3697  0.544  0.0060  0.960 P  
10384.1560 10384.2160 1 1  2.5  2.5  4.5  3.5 1 219316.11   0.3021  0.261  0.0600  0.987 P  
10384.3490 10384.4420 0 0  0.5  0.5 12.5 11.5 1 527575.83   0.2204  0.239  0.0930  1.000 R  
10384.4930 10384.5390 0 0  1.5  1.5 15.5 14.5 1 513519.55   0.8549  0.266  0.0460  0.998 P  
10384.7500 10384.9060 1 1  2.5  2.5  9.5  9.5 2  33481.52   1.7566  0.318  0.1560  1.000 Q  
10385.0350 10385.0570 1 1  2.5  2.5  4.5  3.5 1 219122.81   0.3992  0.261  0.0220  1.000 P  
10388.0280 10388.0560 1 1  1.5  1.5  4.5  3.5 1 283135.79   1.3480  0.292  0.0280  1.000 P  
10388.3060 10388.2610 1 1  1.5  1.5  7.5  7.5 2  20392.43   3.1875  0.325 -0.0450  1.000 Q  
10389.1800 10389.2000 1 1  1.5  1.5 16.5 17.5 3 273588.79   0.2028  0.505  0.0200  1.000 P  
10389.4960 10389.7180 0 0  1.5  1.5 30.5 31.5 3 495592.59   0.1669  0.806  0.2220  0.927 P  
10390.0150 10389.9770 0 0  2.5  3.5 22.5 23.5 3  10114.15  11.4966  0.427 -0.0380  1.000 Q  
10390.9540 10390.9490 0 0  2.5  2.5 17.5 16.5 1 490526.05   0.4730  0.275 -0.0050  0.692 P  
10390.9540 10391.0030 1 1  1.5  1.5 15.5 16.5 3 272890.03   0.4730  0.480  0.0490  0.304 P  
10391.6660 10391.5860 1 2  1.5  1.5 29.5 28.5 1 182573.14   1.2202  0.980 -0.0800  0.685 P  
10391.6660 10391.6290 2 3  1.5  1.5 30.5 31.5 3 169992.28   1.2202  1.245 -0.0370  0.288 P  
10392.8010 10392.8390 1 1  2.5  2.5 19.5 20.5 3 267178.94   0.3491  0.545  0.0380  1.000 P  
10394.2160 10394.2220 0 0  3.5  3.5 20.5 19.5 1 492225.91   0.4140  0.311  0.0060  0.949 P  
10394.2160 10394.2650 1 2  3.5  3.5 37.5 38.5 3 173935.88   0.4140  1.260  0.0490  0.051 P  
10395.1900 10395.2050 0 0  2.5  2.5 18.5 17.5 1 490536.51   0.4341  0.300  0.0150  1.000 P  
10397.1220 10397.1180 1 1  0.5  0.5 11.5 12.5 3 272658.83   0.2409  0.431 -0.0040  1.000 P  
10397.4840 10397.5070 0 0  1.5  1.5 15.5 14.5 1 513479.61   0.4791  0.268  0.0230  1.000 P  
10398.6430 10398.2860 3 4  3.5  3.5 20.5 19.5 1 137476.69   0.0000  0.924 -0.3570  0.149 P  blended with'Fe1'
10398.6430 10398.3180 1 1  0.5  0.5 10.5 11.5 3 271663.16   0.0000  0.411 -0.3250  0.841 P  blended with'Fe1'
10399.0050 10399.0860 0 0  1.5  1.5 29.5 30.5 3 494442.90   0.0971  0.760  0.0810  0.969 P  
10399.9890 10399.9180 1 1  2.5  2.5 10.5 10.5 2  27365.75   0.5525  0.334 -0.0710  0.400 Q  
10399.9890 10399.9830 1 1  0.5  0.5  2.5  1.5 1 341786.13   0.5525  0.313 -0.0060  0.600 P  
10401.4450 10401.4760 3 4  2.5  2.5 31.5 32.5 3 135683.81   0.7294  1.371  0.0310  0.230 P  
10401.4450 10401.4330 0 1  3.5  3.5 37.5 36.5 1 133748.90   0.7294  1.046 -0.0120  0.770 P  
10401.7470 10401.7470 1 2  0.5  0.5 29.5 28.5 1 188701.83   2.2195  1.035  0.0000  0.941 P  
10403.4000 10403.3810 0 0  2.5  3.5  7.5  6.5 1   6494.55   0.9274  0.073 -0.0190  0.057 Q  
10403.4000 10403.3810 1 1  0.5  0.5  2.5  1.5 1 341819.88   0.9274  0.311 -0.0190  0.327 P  
10403.4000 10403.4130 1 1  2.5  2.5  5.5  4.5 1 245165.56   0.9274  0.269  0.0130  0.613 P  
10404.9290 10404.8850 0 0  3.5  3.5 31.5 32.5 3 485125.06   0.1417  0.748 -0.0440  1.000 P  
10412.1060 10412.0900 1 1  1.5  1.5  4.5  3.5 1 283295.41   0.1539  0.291 -0.0160  0.982 P  
10412.4880 10412.4580 1 2  0.5  0.5 33.5 34.5 3 182152.03   1.3152  1.245 -0.0300  1.000 P  
10412.7800 10412.8380 1 1  3.5  3.5  7.5  7.5 2 104453.77   0.8535  0.259  0.0580  1.000 Q  
10413.1340 10413.1200 1 1  3.5  2.5 19.5 18.5 1  10954.06   1.5837  0.495 -0.0140  0.125 Q  
10413.1340 10413.1200 1 1  3.5  3.5  8.5  8.5 2  81368.26   1.5837  0.271 -0.0140  0.875 Q  
10413.4280 10413.4780 1 1  3.5  3.5  6.5  6.5 2 138362.39   0.4615  0.249  0.0500  0.507 Q  
10413.4280 10413.4990 1 1  3.5  3.5  8.5  8.5 2  81336.25   0.4615  0.271  0.0710  0.375 Q  
10413.4280 10413.5210 3 4  2.5  2.5 21.5 20.5 1 136937.76   0.4615  1.000  0.0930  0.119 P  
10413.8550 10413.9110 1 1  1.5  1.5  5.5  4.5 1 288074.95   0.3194  0.301  0.0560  1.000 P  
10414.1230 10414.1610 1 1  1.5  1.5 17.5 18.5 3 274166.22   1.2947  0.533  0.0380  1.000 Pb 
10414.7600 10414.8010 1 1  3.5  3.5  5.5  5.5 2 190953.49   0.4704  0.241  0.0410  0.500 Q  
10414.7600 10414.8010 1 1  3.5  3.5  5.5  5.5 2 190908.01   0.4704  0.241  0.0410  0.500 Q  
10415.0580 10415.1040 0 0  3.5  3.5 21.5 20.5 1 492671.69   0.2313  0.341  0.0460  0.975 P  
10415.2540 10415.3000 1 1  3.5  3.5  9.5  9.5 2  64898.25   0.8035  0.284  0.0460  1.000 Q  
10415.9110 10416.0370 0 0  3.5  3.5 34.5 35.5 3 488224.51   0.0840  0.884  0.1260  0.487 P  
10415.9110 10416.0590 1 1  1.5  1.5 16.5 17.5 3 273599.18   0.0840  0.506  0.1480  0.513 R  
10416.4070 10416.3300 0 0  0.5  0.5 27.5 28.5 3 498856.82   0.3177  0.737 -0.0770  0.550 P  
10416.4070 10416.4390 1 1  0.5  0.5 11.5 12.5 3 272757.43   0.3177  0.431  0.0320  0.440 P  
10416.6330 10416.6560 1 1  3.5  3.5  4.5  4.5 2 278692.85   0.7815  0.234  0.0230  0.500 Q  
10416.6330 10416.6880 1 1  3.5  3.5  4.5  4.5 2 278649.09   0.7815  0.234  0.0550  0.500 Q  
10416.8370 10416.8400 1 1  0.5  0.5 12.5 13.5 3 273649.32   0.3135  0.453  0.0030  1.000 P  
10417.5470 10417.6320 1 1  3.5  3.5 10.5 10.5 2  52833.25   0.4210  0.298  0.0850  1.000 Q  
10418.5210 10418.5440 0 0  2.5  3.5 23.5 24.5 3  10270.52   1.6214  0.463  0.0230  0.209 Q  
10418.5210 10418.5550 1 1  3.5  3.5 10.5 10.5 2  52814.48   1.6214  0.298  0.0340  0.791 Q  
10418.7700 10418.7830 1 1  3.5  3.5  3.5  3.5 2 441791.21   0.3820  0.228  0.0130  0.497 Q  
10418.7700 10418.7940 1 1  3.5  3.5  3.5  3.5 2 441824.25   0.3820  0.228  0.0240  0.496 Q  
10420.3400 10420.4550 1 1  2.5  2.5 11.5 11.5 2  22743.60   0.5081  0.351  0.1150  1.000 Q  
10420.4910 10420.5850 2 3  3.5  3.5 32.5 33.5 3 166870.55   0.6354  1.222  0.0940  0.868 P  
10421.7730 10421.8230 0 0  3.5  3.5 27.5 27.5 2  11290.78   1.6603  0.561  0.0500  1.000 Q  
10422.1640 10422.1060 1 1  3.5  3.5 11.5 11.5 2  43701.12   0.6281  0.314 -0.0580  0.570 Q  
10422.1640 10422.1600 1 2  1.5  1.5 31.5 30.5 1 184924.46   0.6281  1.066 -0.0040  0.430 P  
10422.8920 10422.8660 0 0  2.5  3.5 13.5 13.5 2   3990.52   0.0444  0.176 -0.0260  0.526 Q  
10423.3590 10423.3010 1 1  2.5  2.5 12.5 12.5 2  19157.06   0.1706  0.369 -0.0580  0.288 Q  
10423.3590 10423.3550 1 1  3.5  3.5 11.5 11.5 2  43688.92   0.1706  0.314 -0.0040  0.698 Q  
10423.6780 10423.6920 1 1  2.5  2.5  6.5  5.5 1 258320.84   0.4539  0.279  0.0140  0.942 P  
10423.6780 10423.7240 0 0  2.5  3.5 14.5 14.5 2   3684.14   0.4539  0.196  0.0460  0.058 Q  
10424.0980 10424.4740 0 0  0.5  0.5 13.5 12.5 1 526104.94   0.6772  0.262  0.3760  0.981 P  
10425.2540 10425.2680 1 1  0.5  0.5  3.5  2.5 1 325646.95   0.2621  0.318  0.0140  0.744 P  
10425.2540 10425.3870 3 4  3.5  3.5 21.5 20.5 1 137982.21   0.2621  0.956  0.1330  0.249 R  
10426.7350 10426.6480 1 1  2.5  2.5  6.5  5.5 1 257938.29   0.7067  0.279 -0.0870  1.000 P  
10427.2980 10427.3110 1 1  3.5  2.5 20.5 19.5 1  11414.27   3.8597  0.522  0.0130  1.000 Q  
10428.1600 10428.1270 0 0  1.5  2.5 12.5 12.5 2   2521.51   6.1496  0.196 -0.0330  1.000 Q  
10428.3490 10428.3330 0 0  1.5  1.5 16.5 15.5 1 513009.49   0.7135  0.293 -0.0160  0.904 P  
10428.3490 10428.3330 1 1  3.5  3.5 12.5 12.5 2  36647.96   0.7135  0.331 -0.0160  0.096 Q  
10428.9710 10428.9860 0 0  0.5  0.5 13.5 12.5 1 526103.69   0.6225  0.263  0.0150  1.000 P  
10429.2970 10429.2690 1 1  0.5  0.5  3.5  2.5 1 325612.81   0.8485  0.319 -0.0280  1.000 P  
10429.5990 10429.6710 1 1  3.5  3.5 12.5 12.5 2  36642.06   2.1966  0.331  0.0720  1.000 Q  
10429.8800 10429.9000 2 3  3.5  3.5 29.5 28.5 1 172707.02   1.0963  1.054  0.0200  0.749 P  
10430.1170 10430.1280 0 0  2.5  2.5 18.5 17.5 1 490769.97   0.4536  0.304  0.0110  1.000 P  
10430.4170 10430.4870 1 1  1.5  1.5  5.5  4.5 1 288266.26   0.9361  0.300  0.0700  1.000 P  
10430.7730 10430.7370 0 0  0.5  0.5 27.5 28.5 3 498916.55   0.2391  0.733 -0.0360  1.000 P  
10431.0490 10431.0960 0 0  3.5  3.5 21.5 20.5 1 493067.35   0.6049  0.343  0.0470  0.999 P  
10432.0660 10431.7600 1 1  2.5  2.5 20.5 21.5 3 266723.86   0.6234  0.575 -0.3060  0.948 P  
10433.3800 10433.3930 0 0  2.5  2.5 19.5 18.5 1 490652.08   0.5655  0.329  0.0130  0.963 P  
10433.8230 10433.8280 0 0  2.5  1.5 27.5 26.5 1   6023.17   7.5812  0.618  0.0050  1.000 Q  
10436.6920 10436.6810 1 1  0.5  0.5 13.5 14.5 3 274529.97   0.2111  0.476 -0.0110  0.937 R  
10437.0650 10437.1170 0 0  1.5  1.5 31.5 32.5 3 495817.13   0.1655  0.853  0.0520  1.000 P  
10437.3410 10437.3240 1 1  0.5  0.5 12.5 13.5 3 273715.18   0.1485  0.453 -0.0170  1.000 R  
10438.1910 10438.1850 0 0  1.5  1.5 16.5 15.5 1 513011.40   0.4983  0.294 -0.0060  1.000 P  
10439.0520 10439.0340 0 1  1.5  1.5 37.5 36.5 1 137149.88   4.9748  1.160 -0.0180  1.000 Pb 
10441.0690 10441.0840 1 2  0.5  0.5 28.5 27.5 1 188274.08   0.2690  0.995  0.0150  0.577 P  
10441.0690 10441.1490 1 1  3.5  3.5 14.5 14.5 2  26664.36   0.2690  0.369  0.0800  0.423 Q  
10441.3340 10441.3340 1 1  1.5  1.5 18.5 19.5 3 274646.50   0.2221  0.562  0.0000  0.838 P  
10441.3340 10441.3560 1 1  2.5  2.5 13.5 13.5 2  16340.44   0.2221  0.389  0.0220  0.088 Q  
10441.9090 10441.9560 1 1  1.5  1.5  6.5  5.5 1 289968.79   0.4994  0.312  0.0470  0.994 P  
10445.0760 10445.0750 1 1  2.5  2.5  7.5  6.5 1 265516.39   0.3475  0.290 -0.0010  1.000 R  
10447.9960 10448.0000 0 0  2.5  2.5 26.5 26.5 2   7096.72   2.7452  0.578  0.0040  1.000 Q  
10448.1970 10448.1850 3 4  3.5  3.5 21.5 20.5 1 137678.46   0.8956  0.953 -0.0120  1.000 P  
10448.3120 10448.3050 0 0  3.5  3.5 22.5 21.5 1 493332.82   0.6001  0.373 -0.0070  0.966 P  
10448.5190 10448.5130 1 1  2.5  2.5  7.5  6.5 1 265059.81   0.3546  0.290 -0.0060  1.000 P  
10450.5500 10450.5550 1 1  0.5  0.5  4.5  3.5 1 316673.37   0.4697  0.326  0.0050  0.908 P  
10450.5500 10450.5550 1 1  3.5  2.5 20.5 19.5 1  10935.29   0.4697  0.525  0.0050  0.092 Q  
10451.4560 10451.4610 0 0  2.5  3.5  9.5  8.5 1   9617.67   8.0255  0.100  0.0050  1.000 Q  
10452.9930 10452.7830 1 1  1.5  1.5 18.5 19.5 3 274750.72   0.2224  0.561 -0.2100  1.000 P  
10455.7430 10455.6790 1 1  3.5  3.5 15.5 15.5 2  23059.80   1.1486  0.392 -0.0640  0.681 Q  
10459.1430 10459.1570 0 0  2.5  3.5  9.5  8.5 1   9801.53   9.7405  0.101  0.0140  1.000 Q  
10459.8450 10459.8680 1 1  0.5  0.5 13.5 14.5 3 274561.95   0.1348  0.475  0.0230  1.000 R  
10461.5960 10461.5970 1 1  0.5  0.5  4.5  3.5 1 316644.62   0.8880  0.327  0.0010  0.941 P  
10461.5960 10461.6190 0 0  1.5  2.5  9.5  8.5 1   3729.44   0.8880  0.139  0.0230  0.059 Q  
10463.8430 10463.9180 0 0  0.5  0.5 28.5 29.5 3 499215.24   0.1769  0.782  0.0750  0.537 P  
10463.8430 10463.9620 1 1  0.5  0.5 14.5 15.5 3 275317.24   0.1769  0.501  0.1190  0.458 R  
10466.9110 10466.9740 1 1  2.5  2.5 21.5 22.5 3 266848.07   0.1278  0.607  0.0630  1.000 P  
10467.6470 10467.6420 1 1  2.5  2.5  8.5  7.5 1 269606.17   0.3060  0.303 -0.0050  1.000 R  
10468.5050 10468.5400 0 0  3.5  3.5 22.5 21.5 1 493828.93   0.5409  0.376  0.0350  0.928 P  
10468.5050 10468.5950 1 1  3.5  3.5 15.5 15.5 2  23070.61   0.5409  0.393  0.0900  0.064 Q  
10469.4070 10469.6040 1 1  3.5  3.5  4.5  3.5 1 126939.19   0.5232  0.234  0.1970  0.124 P  
10469.4070 10469.6150 0 0  0.5  0.5 14.5 13.5 1 524841.21   0.5232  0.288  0.2080  0.752 P  
10470.4630 10470.4700 0 0  2.5  2.5 19.5 18.5 1 491026.46   0.5394  0.334  0.0070  0.936 P  
10470.4630 10470.5130 2 3  1.5  1.5 28.5 27.5 1 177317.41   0.5394  1.122  0.0500  0.064 P  
10471.7610 10471.7520 1 1  1.5  1.5 19.5 20.5 3 275039.61   0.1982  0.592 -0.0090  0.919 P  
10472.6360 10472.6630 1 1  1.5  1.5  7.5  6.5 1 290583.03   0.4598  0.325  0.0270  0.974 P  
10472.9880 10473.0030 1 1  2.5  2.5  8.5  7.5 1 269096.03   1.0957  0.303  0.0150  0.989 P  
10473.7930 10473.8140 0 0  2.5  2.5 20.5 19.5 1 490771.31   0.3375  0.361  0.0210  1.000 P  
10474.0340 10473.9790 0 0  1.5  2.5 14.5 14.5 2   2263.08  10.1471  0.240 -0.0550  1.000 Q  
10474.2760 10474.3080 0 0  1.5  1.5 17.5 16.5 1 512537.70   0.4211  0.322  0.0320  1.000 P  
10475.2400 10475.2740 0 0  0.5  0.5 14.5 13.5 1 524843.61   0.5487  0.288  0.0340  0.887 P  
10475.2400 10475.3390 3 4  3.5  3.5 22.5 21.5 1 138180.00   0.5487  0.987  0.0990  0.063 P  
10475.2400 10475.3610 0 1  2.5  2.5 39.5 38.5 1 132712.19   0.5487  1.202  0.1210  0.050 P  
10477.9360 10477.8310 0 0  2.5  2.5 34.5 35.5 3 485599.73   0.4852  0.938 -0.1050  1.000 Pb class {ne} s_A_
10478.9730 10479.0390 1 1  0.5  0.5  5.5  4.5 1 310962.72   0.3174  0.336  0.0660  1.000 P  
10479.4090 10479.4670 1 1  3.5  3.5  5.5  4.5 1 186336.23   0.5479  0.241  0.0580  0.472 P  
10479.4090 10479.5000 1 1  3.5  3.5  5.5  4.5 1 186455.74   0.5479  0.241  0.0910  0.472 P  
10479.9000 10479.8400 1 1  3.5  3.5 17.5 17.5 2  17656.20   4.3211  0.439 -0.0600  1.000 Q  
10480.2530 10480.2360 0 0  1.5  1.5 17.5 16.5 1 512588.00   0.3389  0.323 -0.0170  0.686 P  
10480.2530 10480.2690 0 0  2.5  2.5 33.5 34.5 3 482107.92   0.3389  0.885  0.0160  0.289 P  
10481.8260 10482.1690 1 1  1.5  1.5 19.5 20.5 3 275218.23   1.1221  0.591  0.3430  1.000 P  
10482.4530 10482.6090 1 2  3.5  3.5 35.5 34.5 1 181245.23   2.0133  1.134  0.1560  1.000 P  
10482.8300 10482.7850 1 1  2.5  2.5 15.5 15.5 2  12254.22   1.1546  0.433 -0.0450  1.000 Q  
10484.1320 10484.1580 0 0  3.5  3.5 23.5 22.5 1 493921.89   0.4495  0.407  0.0260  0.994 P  
10488.0820 10487.7760 0 0  1.5  1.5 32.5 33.5 3 496010.80   0.9951  0.901 -0.3060  0.971 Pb class {ne} s_A_
10488.3300 10488.1060 0 0  2.5  3.5 10.5  9.5 1  11143.28   0.2676  0.118 -0.2240  1.000 Q  
10489.0930 10488.9640 1 1  0.5  0.5 15.5 16.5 3 275991.29   0.0000  0.526 -0.1290  1.000 P  blended with'Cr1'
10489.8310 10489.8110 1 1  3.5  3.5  6.5  5.5 1 218431.45   0.6512  0.249 -0.0200  1.000 P  
10490.0630 10489.9100 1 1  3.5  3.5  6.5  5.5 1 218253.96   0.1790  0.249 -0.1530  0.979 P  
10490.5340 10490.5050 1 2  0.5  0.5 30.5 29.5 1 188586.10   0.1809  1.082 -0.0290  1.000 P  
10491.2200 10491.2640 1 1  2.5  2.5  9.5  8.5 1 271960.61   0.3379  0.317  0.0440  1.000 R  
10494.7960 10494.8090 1 1  0.5  0.5  5.5  4.5 1 310942.87   0.3603  0.337  0.0130  1.000 P  
10496.5910 10496.3740 3 4  0.5  0.5 21.5 20.5 1 146605.85   0.2714  1.090 -0.2170  0.105 R  
10496.5910 10496.4290 1 1  0.5  0.5 15.5 16.5 3 276023.06   0.2714  0.528 -0.1620  0.895 P  
10497.4940 10497.4750 1 1  1.5  1.5  8.5  7.5 1 290857.32   0.2991  0.337 -0.0190  1.000 P  
10501.1400 10501.1240 1 1  3.5  3.5  7.5  6.5 1 237234.95   0.1726  0.259 -0.0160  0.500 R  
10501.1400 10501.1240 1 1  3.5  3.5  7.5  6.5 1 237007.22   0.1726  0.259 -0.0160  0.500 R  
10503.4370 10503.4960 2 3  3.5  3.5 30.5 29.5 1 172836.40   0.7123  1.097  0.0590  1.000 P  
10504.7310 10504.1470 1 1  2.5  2.5 22.5 23.5 3 268273.05   0.8600  0.641 -0.5840  0.959 Pb class {ne} s_A_
10505.4200 10504.7870 1 1  1.5  1.5  8.5  7.5 1 290616.68   0.9142  0.339 -0.6330  1.000 P  
10507.8680 10507.8990 0 0  3.5  3.5 23.5 22.5 1 494523.49   0.4442  0.410  0.0310  1.000 P  
10510.5520 10510.5830 1 1  0.5  0.5  6.5  5.5 1 307004.93   0.3446  0.347  0.0310  1.000 P  
10512.5950 10512.6270 2 3  3.5  3.5 27.5 26.5 1 170132.25   1.1247  0.991  0.0320  1.000 P  
10512.8780 10512.8810 1 1  3.5  3.5  8.5  7.5 1 248996.48   0.0802  0.271  0.0030  0.977 R  blended with'Cr1'
10513.4240 10513.4120 1 1  3.5  3.5  8.5  7.5 1 248729.41   0.4846  0.271 -0.0120  1.000 P  
10514.2540 10514.2630 0 0  2.5  2.5 20.5 19.5 1 491297.69   0.4267  0.365  0.0090  1.000 P  
10514.4720 10514.4400 0 0  2.5  2.5 27.5 27.5 2   6567.06  11.3395  0.619 -0.0320  0.818 Q  
